0	0	5
0	1	3
0	4	1
0	5	2
0	6	3
0	7	9
0	136	1
0	10	1
0	139	1
0	142	1
0	143	1
0	16	5
0	146	1
0	19	1
0	21	1
0	22	1
0	23	2
0	152	1
0	26	1
0	28	1
0	29	3
0	30	1
0	31	5
0	32	1
0	162	1
0	37	1
0	167	1
0	169	1
0	172	1
0	45	1
0	46	1
0	125	2
0	49	4
0	50	1
0	53	5
0	56	2
0	58	4
0	159	1
0	62	1
0	65	2
0	66	1
0	67	2
0	69	2
0	70	2
0	158	1
0	72	2
0	160	1
0	76	4
0	79	2
0	80	2
0	173	1
0	82	1
0	84	1
0	14	6
0	86	2
0	150	1
0	92	1
0	93	1
0	101	1
0	81	2
0	11	1
0	18	3
0	111	1
0	116	2
0	85	1
1	4	1
1	5	3
1	6	4
1	7	3
1	44	1
1	11	1
1	14	2
1	17	1
1	23	1
1	26	1
1	36	1
1	134	1
1	171	1
1	78	1
1	173	1
1	46	1
1	181	1
1	55	1
1	184	1
1	61	1
1	62	1
1	204	1
1	183	1
1	76	1
1	206	1
1	207	1
1	142	1
1	87	3
1	216	1
1	37	1
1	95	1
1	98	1
1	102	1
1	113	1
1	116	1
1	21	1
2	0	10
2	1	2
2	2	2
2	3	1
2	4	10
2	6	1
2	7	14
2	9	7
2	10	20
2	11	1
2	17	7
2	18	4
2	19	6
2	20	2
2	21	4
2	26	1
2	29	1
2	30	1
2	31	3
2	32	2
2	33	6
2	34	6
2	35	2
2	36	5
2	37	5
2	46	1
2	47	2
2	49	3
2	51	1
2	53	4
2	56	5
2	60	2
2	61	1
2	62	1
2	66	1
2	67	5
2	68	1
2	70	1
2	71	4
2	73	1
2	79	5
2	80	5
2	81	5
2	86	7
2	88	3
2	90	1
2	91	1
2	93	1
2	95	3
2	98	2
2	100	4
2	101	1
2	102	4
2	103	6
2	111	2
2	112	1
2	115	3
2	120	1
2	123	1
2	124	1
2	132	1
2	135	3
2	142	7
2	144	1
2	149	5
2	151	2
2	153	1
2	160	1
2	163	2
2	166	3
2	172	1
2	175	1
2	176	1
2	177	1
2	178	1
2	179	1
2	180	1
2	182	1
2	185	1
2	189	1
2	190	1
2	191	1
2	195	1
2	196	1
2	197	1
2	198	1
2	199	1
2	200	1
2	201	1
2	202	1
2	213	1
3	0	5
3	1	7
3	4	1
3	5	7
3	6	2
3	7	17
3	9	6
3	11	1
3	14	14
3	16	7
3	17	1
3	18	4
3	19	1
3	20	3
3	21	1
3	22	1
3	27	2
3	28	1
3	29	3
3	30	2
3	32	2
3	34	1
3	36	4
3	37	4
3	38	1
3	39	2
3	40	1
3	41	1
3	43	1
3	47	1
3	49	2
3	50	1
3	51	1
3	52	2
3	54	1
3	62	1
3	63	1
3	65	2
3	67	3
3	68	6
3	70	2
3	71	1
3	72	1
3	77	1
3	78	1
3	79	2
3	80	2
3	81	2
3	82	1
3	83	1
3	84	1
3	85	1
3	87	1
3	88	2
3	90	2
3	92	1
3	93	1
3	100	2
3	101	1
3	102	4
3	103	5
3	116	3
3	119	1
3	120	4
3	125	1
3	126	2
3	128	1
3	134	1
3	136	1
3	138	1
3	143	1
3	150	1
3	156	1
3	159	1
3	160	1
3	172	1
3	173	1
3	174	1
3	175	1
3	188	1
3	214	1
4	0	8
4	2	3
4	132	1
4	5	2
4	7	25
4	8	1
4	9	2
4	10	9
4	11	1
4	141	1
4	142	5
4	17	8
4	146	1
4	19	1
4	20	5
4	149	2
4	4	12
4	26	3
4	27	3
4	30	1
4	31	4
4	32	2
4	34	4
4	163	1
4	36	1
4	37	1
4	167	1
4	43	2
4	44	2
4	151	3
4	46	1
4	175	1
4	53	3
4	56	1
4	62	1
4	65	1
4	195	1
4	68	3
4	70	1
4	161	1
4	73	3
4	74	1
4	76	1
4	83	1
4	86	2
4	88	1
4	89	1
4	90	1
4	135	1
4	188	1
4	144	3
4	98	1
4	102	1
4	103	1
4	104	2
4	105	2
4	106	3
4	113	2
4	116	1
4	121	1
4	123	2
4	21	1
5	0	7
5	2	1
5	4	5
5	5	3
5	6	3
5	7	6
5	9	3
5	10	12
5	11	1
5	141	1
5	142	2
5	16	7
5	17	2
5	18	1
5	20	1
5	21	5
5	151	1
5	132	1
5	27	5
5	28	10
5	30	1
5	159	1
5	160	1
5	33	1
5	34	1
5	35	2
5	36	1
5	37	1
5	166	2
5	39	1
5	31	1
5	42	1
5	135	1
5	45	3
5	175	1
5	176	1
5	178	1
5	1	2
5	53	2
5	56	3
5	57	2
5	186	1
5	187	1
5	61	1
5	62	1
5	191	1
5	32	1
5	67	4
5	197	1
5	71	3
5	72	1
5	76	1
5	78	1
5	80	1
5	81	1
5	82	1
5	14	2
5	86	4
5	185	1
5	93	1
5	199	1
5	95	2
5	144	1
5	100	2
5	102	4
5	103	1
5	115	2
5	85	1
6	0	6
6	1	1
6	2	5
6	5	2
6	6	3
6	7	11
6	8	1
6	9	6
6	10	8
6	11	1
6	14	7
6	17	7
6	18	4
6	19	6
6	20	9
6	21	1
6	23	5
6	25	1
6	27	8
6	29	3
6	31	8
6	33	7
6	35	1
6	44	2
6	45	2
6	47	1
6	48	1
6	49	2
6	50	2
6	53	4
6	54	1
6	56	4
6	57	3
6	59	1
6	60	2
6	61	2
6	62	2
6	64	3
6	65	4
6	66	1
6	67	3
6	73	1
6	80	4
6	81	4
6	82	4
6	83	1
6	85	3
6	86	2
6	90	1
6	92	1
6	95	1
6	96	1
6	98	1
6	100	1
6	101	1
6	102	3
6	103	4
6	111	1
6	112	1
6	115	2
6	116	2
6	127	1
6	128	1
6	132	1
6	134	2
6	137	1
6	143	1
6	144	2
6	146	2
6	147	1
6	149	4
6	151	2
6	154	1
6	164	1
6	168	1
6	171	1
6	172	1
6	173	1
6	177	1
6	179	1
6	180	1
6	182	1
6	186	1
6	190	1
6	200	1
6	213	1
6	217	1
7	0	3
7	1	5
7	2	3
7	5	7
7	6	5
7	7	13
7	11	2
7	14	13
7	16	6
7	17	5
7	18	5
7	19	3
7	21	1
7	22	1
7	23	10
7	27	3
7	28	4
7	29	5
7	30	4
7	36	3
7	38	1
7	40	1
7	41	1
7	44	2
7	45	2
7	46	1
7	47	1
7	49	3
7	50	2
7	51	1
7	52	1
7	53	6
7	54	1
7	58	1
7	61	2
7	62	3
7	63	1
7	64	3
7	67	2
7	68	4
7	69	2
7	70	4
7	71	2
7	72	2
7	76	2
7	79	3
7	80	3
7	82	2
7	83	1
7	84	1
7	85	1
7	86	1
7	88	2
7	89	1
7	90	2
7	92	2
7	93	4
7	97	1
7	99	1
7	100	2
7	102	3
7	103	4
7	110	1
7	111	1
7	112	1
7	115	1
7	116	2
7	120	2
7	123	1
7	125	1
7	126	1
7	128	2
7	131	1
7	132	1
7	134	1
7	140	1
7	145	1
7	146	1
7	147	1
7	148	1
7	149	2
7	150	1
7	156	1
7	158	1
7	159	1
7	164	1
7	168	1
7	171	1
7	172	1
7	173	1
8	192	1
8	0	1
8	5	1
8	6	1
8	9	1
8	44	1
8	14	1
8	16	1
8	115	1
8	20	1
8	53	1
8	26	1
8	27	2
9	49	1
9	106	1
10	0	2
10	129	1
10	133	1
10	1	3
10	11	1
10	14	1
10	15	1
10	16	5
10	17	2
10	20	4
10	21	4
10	152	1
10	27	2
10	158	1
10	162	1
10	155	1
10	36	3
10	165	1
10	42	1
10	7	2
10	49	1
10	53	1
10	55	1
10	59	1
10	62	1
10	67	2
10	68	1
10	72	1
10	73	1
10	75	1
10	87	1
10	88	1
10	135	1
10	37	3
10	103	3
10	109	1
10	112	1
10	149	1
11	0	1
11	1	2
11	2	1
11	4	1
11	5	2
11	134	1
11	7	7
11	9	2
11	10	5
11	139	1
11	14	1
11	143	1
11	16	4
11	145	1
11	18	2
11	19	1
11	20	4
11	21	3
11	27	2
11	28	11
11	157	1
11	133	1
11	33	2
11	34	2
11	35	1
11	49	2
11	50	2
11	54	1
11	55	2
11	56	3
11	57	4
11	59	1
11	64	1
11	65	1
11	66	4
11	67	1
11	70	2
11	71	2
11	72	1
11	91	1
11	102	2
11	103	1
11	107	1
11	108	2
11	146	1
11	112	1
11	113	2
11	147	1
11	116	2
11	117	2
11	118	1
11	122	1
12	11	1
12	4	1
12	6	1
12	166	1
12	7	1
12	206	1
12	207	1
12	212	1
12	181	1
12	86	1
12	23	1
12	95	1
12	62	1
13	132	1
13	5	2
13	7	2
13	9	1
13	10	1
13	14	4
13	143	1
13	17	1
13	19	2
13	26	1
13	29	3
13	133	1
13	36	1
13	44	2
13	49	1
13	53	1
13	56	1
13	67	2
13	70	2
13	205	1
13	78	1
13	211	1
13	88	1
13	103	1
14	130	1
14	67	1
14	6	1
14	10	1
14	34	1
14	17	1
14	116	1
14	54	1
15	0	1
15	130	1
15	34	1
15	5	1
15	6	1
15	7	1
15	11	1
15	13	1
15	14	1
15	19	1
15	53	1
15	31	1
16	24	1
17	192	1
17	193	1
17	130	1
17	5	1
17	6	1
17	103	1
17	9	1
17	44	1
17	20	1
17	21	1
17	56	1
17	27	1
17	0	1
18	208	1
18	27	1
18	28	1
19	0	1
19	100	1
19	5	2
19	103	1
19	12	1
19	76	1
19	13	1
19	125	1
19	37	1
19	21	3
19	151	1
19	36	1
19	29	1
19	31	1
20	34	1
20	7	1
20	9	1
20	10	1
20	17	1
20	57	1
20	27	2
21	0	2
21	1	2
21	6	1
21	10	8
21	15	1
21	16	4
21	158	1
21	36	1
21	46	1
21	49	1
21	55	1
21	67	2
21	68	1
21	70	2
21	87	1
21	88	1
21	127	1
22	32	1
22	2	1
22	3	1
22	4	1
22	7	1
22	28	1
22	31	1
23	219	1
23	213	1
24	0	3
24	1	3
24	130	1
24	5	1
24	6	1
24	7	7
24	9	4
24	138	1
24	2	1
24	14	6
24	16	1
24	17	1
24	19	1
24	20	1
24	26	1
24	27	1
24	28	1
24	31	1
24	37	1
24	38	1
24	51	1
24	52	1
24	53	2
24	134	1
24	67	1
24	68	1
24	76	1
24	77	1
24	83	1
24	87	1
24	90	1
24	103	1
24	116	1
24	120	2
25	1	2
25	133	1
25	6	3
25	7	1
25	10	1
25	143	1
25	17	1
25	27	1
25	29	1
25	5	1
25	36	1
25	37	1
25	38	1
25	49	1
25	53	1
25	67	1
25	70	2
25	209	1
25	210	1
25	211	1
25	102	1
25	103	2
26	70	3
26	143	2
26	57	2
26	29	2
27	33	2
27	28	2
28	34	1
28	9	1
28	16	1
28	20	1
28	27	1
29	1	1
29	3	1
29	7	1
29	26	1
29	30	1
30	33	1
30	34	1
30	9	1
30	13	1
30	14	1
30	18	1
30	19	1
30	22	1
30	28	1
31	28	1
32	8	1
32	13	1
33	0	6
33	1	2
33	2	2
33	4	10
33	7	18
33	8	1
33	9	1
33	10	7
33	19	1
33	21	3
33	23	2
33	25	1
33	26	2
33	30	1
33	31	3
33	33	8
33	34	4
33	35	1
33	36	1
33	37	1
33	44	2
33	53	2
33	56	1
33	57	2
33	60	1
33	62	1
33	70	1
33	73	2
33	76	1
33	83	1
33	89	1
33	90	1
33	94	1
33	95	1
33	96	1
33	101	2
33	104	2
33	105	2
33	106	2
33	107	1
33	112	1
33	114	2
33	116	2
33	117	1
33	121	1
33	123	2
33	132	1
33	134	1
33	135	1
33	136	1
33	137	1
33	139	1
33	141	1
33	142	3
33	144	3
33	146	1
33	147	1
33	149	2
33	151	3
33	154	1
33	161	1
33	175	1
